latitude,longitude,brightness,daynight,bright_t31,acq_time,frp,confidence
-11.623,39.984,332.9,D,312.8,1055,15.1,54
-11.71,39.358,330.7,D,315.3,1055,6.9,66
-12.117,36.179,331,D,312.1,1055,18.5,72
-12.146,35.943,332.9,D,308.8,1055,34.6,54
-12.148,35.928,331,D,306.7,1055,29.4,47
-11.711,39.211,334.1,D,316.9,1055,10.3,75
-12.127,36.001,331.2,D,310,1055,26.7,59
-12.148,35.938,331.7,D,308.9,1055,32.2,35
-12.129,35.996,328.4,D,309.8,1055,22.3,49
-12.415,33.631,333.7,D,304.8,1055,81.9,80
-11.694,39.084,337.6,D,315.1,1055,19.9,79
-12.042,36.492,359.5,D,307.6,1055,127.8,99
-12.044,36.478,328.3,D,304.8,1055,22.4,45
-12.031,36.491,358.9,D,311.6,1055,123.6,99
-12.033,36.477,382.6,D,312,1055,272.6,100
-12.02,36.489,339.5,D,312.5,1055,47.7,45
-12.022,36.475,379.1,D,314,1055,244.3,100
-12.024,36.461,337,D,303.7,1055,46.7,80
-12.008,36.501,351.9,D,307.1,1055,86.6,94
-12.009,36.488,394.1,D,314.8,1055,366.3,100
-12.011,36.474,365.9,D,308.3,1055,159.9,100
-12.206,34.91,333.2,D,309.2,1055,43,78
-11.539,39.928,339.2,D,314.4,1055,21.4,83
-11.988,36.485,349.1,D,310.9,1055,76.6,84
-11.989,36.471,347.4,D,306.4,1055,71.7,76
-11.472,40.274,333.1,D,309.2,1055,15.4,57
-11.462,40.275,330.3,D,310.2,1055,12.9,52
-11.985,36.478,346.6,D,308.5,1055,63.1,75
-11.974,36.477,343.7,D,306.5,1055,52.5,69
-12.294,33.978,323.6,D,307.9,1055,36.7,37
-11.479,40.026,344.4,D,311.8,1055,31.5,89
-11.48,40.017,359.9,D,313.1,1055,67.6,99
-11.947,36.514,336.3,D,308.9,1055,32.4,62
-11.934,36.527,333.8,D,306.8,1055,24.4,59
-12.158,34.766,321.8,D,304.9,1055,22.3,26
-11.922,36.538,340.8,D,308.2,1055,42.3,84
-12.082,35.277,333.2,D,308.3,1055,33.1,59
-11.519,39.473,343.8,D,310.1,1055,38.3,88
-12.078,35.207,335.9,D,310.3,1055,46.1,76
-12.06,35.256,345.1,D,306.8,1055,80.5,90
-12.062,35.24,371.9,D,308.6,1055,251.3,100
-12.064,35.222,350.4,D,307.7,1055,105.5,94
-12.066,35.205,333,D,306.4,1055,35.4,61
-12.048,35.255,333.9,D,307.1,1055,35.3,31
-12.056,35.187,331.7,D,309.1,1055,35.3,49
-12.038,35.236,333.7,D,307.1,1055,37.4,64
-12.04,35.219,342.5,D,305.8,1055,73.4,88
-12.042,35.202,328.7,D,302.5,1055,24.4,57
-12.202,33.843,321.4,D,301.9,1055,43.6,45
-11.481,39.491,332.5,D,312.7,1055,17,37
-12.055,35.251,344.5,D,305.9,1055,75.9,83
-12.057,35.234,360,D,308.2,1055,158.8,99
-12.059,35.217,333,D,305.2,1055,28,53
-11.433,39.769,336.5,D,307.2,1055,23.4,71
-11.472,39.489,345.2,D,311.6,1055,37.5,90
-11.986,35.687,324.4,D,306,1055,19.4,36
-12.047,35.215,331.8,D,305.1,1055,30.9,53
-12.049,35.198,328.2,D,303.3,1055,23.4,48
-12.031,35.248,334.3,D,308.4,1055,40.6,62
-12.033,35.231,340.4,D,306.2,1055,62.4,85
-12.013,35.296,340.3,D,306.7,1055,68.7,85
-12.015,35.279,349.2,D,307.1,1055,107.2,93
-12.017,35.263,335.1,D,304.4,1055,43,69
-12.194,33.838,320.2,D,301.5,1055,42.2,31
-11.427,39.55,354.2,D,306.1,1055,59.6,96
-12.16,33.899,327.7,D,298.9,1055,74.7,71
-11.797,36.719,332.9,D,308.7,1055,25.5,72
-11.425,39.425,338,D,312.6,1055,26.1,82
-11.427,39.416,345.7,D,312.2,1055,41.7,90
-11.831,36.367,326.9,D,306.4,1055,18.4,54
-11.832,36.353,331.3,D,306.2,1055,28.7,70
-11.386,39.572,341.8,D,314.3,1055,31.4,76
-11.401,39.405,327.4,D,307.7,1055,12.9,53
-11.776,36.339,337.1,D,311.4,1055,35.4,79
-11.957,34.912,323.7,D,306.3,1055,21.3,29
-11.205,40.466,334.5,D,308.9,1055,12.9,0
-11.206,40.457,331.7,D,308.5,1055,10.3,55
-11.345,39.407,337,D,306.1,1055,27.1,80
-11.346,39.397,337.4,D,307.2,1055,27.2,82
-11.336,39.406,331,D,307,1055,17.8,51
-11.227,39.924,336.5,D,302.9,1055,27.4,82
-11.538,37.53,339.1,D,313.8,1055,32.3,81
-11.199,39.797,327.6,D,305.9,1055,14.6,41
-11.562,37.112,331.5,D,309.2,1055,21.9,68
-11.163,39.924,331.9,D,307.2,1055,16.2,56
-11.727,35.544,327.7,D,309.6,1055,15.7,43
-11.103,40.021,329.6,D,304.8,1055,19.1,67
-11.147,39.575,339.1,D,308.8,1055,26.3,68
-11.193,39.246,336.3,D,311.7,1055,15.7,75
-11.126,39.658,378.7,D,315.2,1055,132.7,100
-11.056,40.023,331,D,303.4,1055,19,60
-11.174,39.106,338,D,316.1,1055,19.7,81
-11.841,33.824,331.9,D,298.9,1055,91.2,78
-11.167,39.109,338.9,D,318.7,1055,19.2,59
-11.387,37.439,328.3,D,308.5,1055,10.4,29
-11.389,37.427,340.2,D,312.8,1055,34.4,83
-11.832,33.818,326.7,D,300.2,1055,67,68
-11.601,35.564,351.4,D,308.5,1055,107.2,94
-11.134,39.007,333.4,D,317.2,1055,10.3,67
-11.415,36.917,335.1,D,312,1055,27.2,77
-11.467,36.516,327.5,D,310,1055,13.8,41
-11.125,39.005,333.9,D,317.8,1055,12,75
-11.458,36.501,327.9,D,307.6,1055,14.7,42
-11.46,36.488,328.3,D,309.2,1055,16.4,30
-11.448,36.5,334.5,D,307,1055,28,77
-11.433,36.409,326.8,D,309.2,1055,11.8,62
-11.248,37.634,335.3,D,311.6,1055,23.7,76
-11.422,36.324,324.8,D,305.9,1055,15.8,36
-11.307,37.121,347.9,D,309.6,1055,64.4,91
-11.297,37.034,335.7,D,306.9,1055,35.1,78
-11.299,37.022,329.1,D,307.6,1055,19.6,38
-11.531,35.207,347.3,D,303.4,1055,115.8,92
-11.24,37.389,331.9,D,308,1055,21.1,68
-11.456,35.617,327.9,D,308.4,1055,20.9,18
-11.659,33.935,352.5,D,301.1,1055,204.8,95
-11.662,33.915,339.2,D,301.2,1055,119,86
-11.321,36.598,324.8,D,306.3,1055,10.9,12
-11.663,33.931,345.1,D,300.7,1055,153.4,91
-11.65,33.929,339.7,D,299.8,1055,122.1,86
-11.155,37.65,328.8,D,311.2,1055,9.9,35
-11.157,37.408,326.5,D,308.4,1055,11.1,20
-11.191,37.149,334.3,D,311.6,1055,27.1,77
-11.193,37.137,329.4,D,307.9,1055,16.8,58
-11.001,38.502,338.9,D,317.1,1055,19.8,81
-11.591,33.861,319.8,D,300.8,1055,35.2,24
-11.594,33.84,320.4,D,302,1055,36.2,36
-11.576,33.878,320,D,299.9,1055,33.2,29
-11.244,36.455,333.7,D,304.9,1055,32.5,49
-11.246,36.442,331.8,D,304.9,1055,29.7,34
-11.248,36.428,325.7,D,302.4,1055,17.9,44
-10.83,39.209,326.7,D,310.3,1055,7.6,42
-11.732,31.855,336.4,D,304.3,1055,151.8,84
-11.737,31.851,337.8,D,303.5,1055,161.4,85
-11.065,37.034,326,D,305.6,1055,16.5,60
-11.669,32.025,324.4,D,304.1,1055,65.7,66
-11.093,36.496,338.7,D,306,1055,47.3,76
-11.599,31.959,336.8,N,306.1,1055,151.5,64
-11.602,31.93,326.7,N,307.2,1055,68.8,54
42.422,47.973,309.8,D,297.7,935,6.1,48
43.205,46.601,317.6,D,297.7,935,20.2,77
43.229,46.587,309.3,D,295.9,935,8.9,66
43.4,45.742,317.4,D,299.4,935,19.2,76
43.41,45.738,318.4,D,298.9,935,21.6,77
43.818,47.302,334,D,296.1,935,46.6,66
43.83,47.314,429.9,D,317.9,935,715.4,75
43.827,47.299,395.4,D,312,935,333.2,75
43.831,47.324,411.1,D,311.2,935,476.7,0
43.828,47.308,389,D,315.2,935,281.1,87
43.825,47.293,389.7,D,312.6,935,287,75
43.838,47.305,337.5,D,299.8,935,51.4,78
43.835,47.289,402.3,D,319.9,935,392.4,75
43.845,47.285,326.3,D,300.4,935,30.4,62
43.855,47.282,310.5,D,297.4,935,7.8,0
43.865,47.278,333.5,D,298.3,935,42.2,0
44.21,46.794,315.3,D,296.9,935,12.6,41
44.207,46.777,335.9,D,298.5,935,49,88
44.217,46.773,319.9,D,298.2,935,19.9,59
43.828,43.924,307.1,D,283,935,13.5,57
44.834,46.715,312.8,D,295.9,935,9.6,25
44.841,46.706,320.7,D,296.8,935,19.3,63
47.87,57.456,311.6,D,299.3,935,9.5,42
47.881,57.47,310.4,D,298.8,935,8.8,43
47.88,57.449,314,D,299,935,14.4,61
46.771,48.125,316.3,D,298.9,935,9.3,65
48.233,57.337,312.3,D,300.3,935,9.7,53
48.321,57.432,323.3,D,300.8,935,28.2,76
48.322,57.447,311.8,D,300,935,8.7,51
48.32,57.425,321.3,D,300.9,935,25.7,74
46.897,44.365,316.8,D,292,935,17.1,54
46.907,44.36,314.2,D,291.1,935,12.6,34
46.905,42.308,310.8,D,285.8,935,15.2,58
46.9,42.284,308.3,D,286.3,935,11.8,20
47.931,44.498,314.7,D,298.5,935,11.5,68
47.941,44.493,388.8,D,306.3,935,315.7,100
47.937,44.475,394.4,D,309,935,365.3,100
47.661,43.143,309.3,D,285.1,935,13.8,44
47.657,43.122,308.9,D,285.3,935,12.6,36
47.951,44.489,356.5,D,299.8,935,119.6,98
47.948,44.47,400.1,D,305.6,935,421.4,100
47.506,41.83,308.7,D,286.7,935,13.3,55
47.5,41.805,309.5,D,287.4,935,14.9,50
47.508,41.825,309.9,D,286.8,935,14.2,31
48.14,44.432,313.6,D,298.1,935,12.2,66
48.137,44.413,311.3,D,297.1,935,9.4,62
47.736,41.585,308.6,D,288.2,935,16,62
48.294,43.382,305.7,D,287.9,935,8,43
48.093,41.109,325.7,D,290,935,55.3,84
48.087,41.083,321,D,289.9,935,42,80
49.378,43.342,330,D,269.7,935,51.1,81
49.384,43.356,318.1,D,272.9,935,29.7,77
49.551,42.91,310.3,D,296.1,935,11.6,54
49.546,42.889,333.1,D,297.2,935,57.3,88
49.561,42.904,312.9,D,295.6,935,15.7,72
49.557,42.884,352,D,296.3,935,121.7,97
48.878,39.839,323.3,D,283.2,935,62.4,77
48.805,39.477,332,D,284.8,935,105.2,87
48.797,39.446,335.6,D,283.2,935,124.8,89
49.562,42.897,312.6,D,295.1,935,14.7,52
49.558,42.876,320.2,D,293.8,935,28.5,76
48.876,39.833,332.2,D,284.5,935,97.2,76
48.801,39.472,335.1,D,284.5,935,124.2,89
48.793,39.442,320.4,D,281.5,935,63.1,80
48.806,39.434,308.7,D,282.3,935,29.4,50
51.412,54.058,348.7,D,299.8,935,77.4,95
49.182,40.132,314.3,D,286.7,935,35.7,75
49.176,40.104,326.6,D,285.5,935,71.5,84
51.278,51.751,314.8,D,298.1,935,10.8,67
51.276,51.736,323,D,298.6,935,19.4,78
49.308,40.088,312,D,286.6,935,29.3,72
49.302,40.061,303.3,D,286.9,935,12.6,56
49.463,40.637,317.6,D,287.6,935,38.2,77
49.308,40.081,314.9,D,286.6,935,34.3,69
49.465,40.628,317.7,D,289.4,935,39.5,78
50.196,43.971,321.9,D,285.8,935,26.8,76
50.193,43.953,348.9,D,289.2,935,89.4,95
49.725,41.713,313.8,D,295.4,935,21.6,74
49.719,41.69,321.4,D,294.4,935,36.4,81
50.199,43.93,320.9,D,287.3,935,25.8,76
51.559,52.752,319.4,D,300.8,935,15.1,75
50.251,44.141,329,D,293,935,38.6,86
50.247,44.123,329.1,D,292.8,935,39.2,86
51.569,52.75,318.1,D,299.2,935,13.6,73
49.57,40.743,329.1,D,287.8,935,71.4,86
49.568,40.769,316.3,D,284.5,935,34.9,49
49.562,40.744,315.9,D,289.1,935,32.7,45
51.179,49.332,311.6,D,299.5,935,5.3,59
51.395,50.857,310.2,D,298.2,935,5.4,56
49.23,39.197,302.3,D,281.8,935,15.1,51
50.333,44.077,323.4,D,289.8,935,27.4,82
50.329,44.059,407.6,D,304.9,935,451.2,100
50.326,44.041,315.9,D,292.1,935,15.3,44
50.339,44.054,344.2,D,292,935,71.1,93
51.846,53.818,318.7,D,297.2,935,18,74
51.844,53.8,320.3,D,296.9,935,19.9,76
49.215,38.193,308.9,D,272.5,935,50,68
51.863,52.749,308.8,D,298.4,935,5.3,55
49.219,38.183,310.6,D,271.8,935,50.6,66
50.153,40.635,333.3,D,289.5,935,81.3,88
49.728,38.688,318.3,D,271.4,935,64.8,0
51.679,48.175,315.2,D,296.2,935,9,71
51.688,48.172,327.5,D,299.2,935,20.4,83
51.686,48.158,344.9,D,299.7,935,46.6,93
51.697,48.168,355,D,299.7,935,68.1,98
51.695,48.154,411,D,313.1,935,321.9,100
51.692,48.14,337,D,301.8,935,32.7,89
52.396,53.539,312.5,D,295.1,935,11.2,67
52.394,53.521,336.5,D,296.2,935,48.3,89
51.282,45.331,308.9,D,281.8,935,12,67
51.704,47.676,311,D,298.3,935,5.2,66
50.845,42.722,322.1,D,284.3,935,34.9,81
50.841,42.702,316.4,D,282.9,935,26,72
50.22,39.398,326.2,D,295.7,935,64.6,84
50.232,39.391,338.4,D,295.2,935,115.6,91
50.225,39.363,309.5,D,292.5,935,18.3,69
50.219,39.395,323.1,D,295.6,935,55.2,82
50.231,39.387,338.3,D,295.3,935,113.8,91
51.24,43.322,311.4,D,296.4,935,10.9,53
51.237,43.304,326.9,D,297.2,935,34.2,85
51.247,43.299,354.3,D,300.1,935,106.1,98
51.243,43.28,328.5,D,297.2,935,36.3,86
51.256,43.294,359.8,D,300.6,935,127.5,99
51.253,43.275,328.4,D,296.8,935,36,86
51.262,43.286,307.7,D,293.1,935,7.9,66
51.271,43.22,314.4,D,295.7,935,16.2,75
51.267,43.201,314.2,D,295.7,935,15.9,74
52.659,51.556,324.9,D,295.9,935,21.4,81
52.658,51.54,309.6,D,297,935,5.6,50
51.772,45.261,304.7,D,282.2,935,8.4,60
53.457,59.009,305,D,291.9,935,15.4,60
51.618,43.587,313.6,D,296.5,935,12.6,74
51.967,45.295,300.5,D,282.8,935,3.8,22
50.842,39.805,343.9,D,290.6,935,133.9,93
50.725,39.027,305.5,D,287.8,935,19.3,27
53.039,52.402,306.2,D,291.7,935,6.6,53
51.982,44.797,304.9,D,292,935,5.5,60
51.806,43.74,315.5,D,297.7,935,16.4,76
51.803,43.722,317.9,D,296.8,935,19.4,78
51.687,43.125,320.8,D,293.5,935,23.5,80
51.683,43.106,333.8,D,295.3,935,47.2,89
51.693,43.101,321.4,D,294,935,24.2,81
51.983,44.395,308.9,D,295.7,935,7.7,68
53.41,54.96,301.7,D,289.8,935,6.9,49
51.975,43.854,307.4,D,288.9,935,8.4,64
51.961,43.726,314.9,D,295.3,935,14.3,75
53.379,51.088,302.9,D,285.8,935,4.5,54
53.377,51.072,320.2,D,284.3,935,19.4,80
52.47,44.142,301.1,D,280.9,935,6.3,35
52.475,44.151,307.5,D,280.7,935,11.8,66
53.22,48.078,331.5,D,287.5,935,30.5,87
52.733,44.193,302.6,D,286.2,935,4.3,43
52.874,44.037,301.4,D,281.4,935,5.5,46
54.028,51.395,303.9,D,275.8,935,8.1,58
53.103,44.898,303.6,D,275.4,935,9.2,57
51.468,37.27,308.8,D,292.3,935,28.3,65
53.257,45.686,300.3,D,275.5,935,6.1,34
53.255,45.671,301.8,D,275.4,935,7.1,49
52.53,39.636,316.5,D,285.7,935,37.4,77
54.949,55.617,301.2,D,290,935,7.4,38
54.947,55.591,308.9,D,290.6,935,17.1,68
54.956,55.584,305.1,D,290.1,935,10.9,38
53.32,42.878,302.6,D,284.4,935,6.9,53
54.953,53.652,301.4,D,289.3,935,5.5,47
54.435,48.244,309,D,278.3,935,10.7,68
54.433,48.229,306.5,D,278.5,935,9.1,64
53.011,39.945,304.8,D,284.3,935,15.8,58
55.296,54.454,304.4,D,289.9,935,8.8,59
53.652,42.407,307.9,D,277.2,935,14.8,66
53.953,43.773,313,D,283.3,935,12.7,60
53.959,43.751,332.7,D,285.4,935,37.3,88
55.411,54.059,300.5,D,288.3,935,5.7,34
55.409,54.036,312.1,D,288.1,935,18.4,72
53.553,41.071,302.2,D,288.5,935,7.6,43
55.559,54.463,303.1,D,291.3,935,7.2,55
55.552,54.249,302,D,289.6,935,5.7,44
53.641,40.396,305.5,D,291.9,935,9.2,62
53.636,40.375,304.2,D,291.7,935,8,58
53.346,38.554,304.4,D,291.8,935,9.2,59
53.45,38.666,304.9,D,293.6,935,9.5,58
53.455,38.655,305.1,D,293.4,935,10.2,61
53.429,38.082,303.5,D,293.4,935,8.5,28
53.44,38.075,310.7,D,293.2,935,21.5,70
53.785,39.459,304.1,D,291.7,935,10.1,58
53.245,36.763,300.7,D,289.7,935,13,40
53.832,38.192,309.7,D,293,935,19.3,69
53.844,38.185,304,D,292.5,935,9.7,37
53.949,38.416,303.6,D,293.5,935,10.3,54
54.267,39.786,332.9,D,293.3,935,59.7,88
53.96,38.409,307.9,D,293.1,935,16.8,66
54.277,39.779,307.6,D,292.3,935,12.2,66
54.272,39.801,315.8,D,291.5,935,23.9,76
54.268,39.778,320.9,D,293.2,935,33,80
53.961,38.431,306.2,D,293.5,935,13.3,48
53.955,38.405,308.4,D,293.2,935,16.6,64
54.548,40.933,302.9,D,284.4,935,10.3,47
54.322,39.535,304.7,D,293,935,8.2,46
54.326,39.554,306.3,D,294.1,935,11.4,63
54.321,39.531,303.1,D,292.8,935,7.6,45
54.291,38.52,314,D,292.7,935,20.9,28
54.292,38.544,319.2,D,292.9,935,34.2,79
54.286,38.519,314.5,D,293.3,935,24.8,75
43.667,24.295,310.8,D,294.8,1115,10.1,49
44.219,27.027,319.1,D,297.3,1115,11.5,73
44.227,27.02,313.7,D,298.7,1115,7,20
44.334,25.58,315.3,D,297.9,1115,9.3,73
44.332,25.567,330.4,D,299,1115,26.2,86
44.946,26.054,307.4,D,290.9,1115,3.9,36
49.186,40.091,333,D,280.3,1115,249.1,85
49.191,40.081,329.8,D,280.2,1115,216.9,83
50.593,36.726,319.6,D,283.9,1115,77.8,71
50.609,36.766,315.2,D,282.5,1115,53.8,28
50.607,36.725,347.6,D,285.3,1115,254.3,89
51.742,38.981,312,D,291,1115,64.2,67
53.849,38.199,304.2,D,293,1115,25.3,57
53.841,38.195,305.5,D,293.3,1115,32.9,62
53.967,38.399,306.2,D,290.7,1115,39.6,63
53.974,38.394,304.7,D,290.7,1115,31.5,40
54.811,22.095,305,D,284.5,1115,6.6,60
54.865,22.33,303.3,D,287.3,1115,5,55
-10.51,40.37,335.3,D,311.6,1100,12.3,75
-11.134,35.813,329.1,D,299.9,1100,35.8,53
-10.5,40.378,348.4,D,311.4,1100,38.1,87
-10.501,40.368,350.7,D,313,1100,41.4,94
-11.602,31.953,339.1,D,306.2,1100,165.1,86
-10.535,40.068,328.3,D,308.8,1100,12,62
-10.481,40.254,325.3,D,299.8,1100,12.5,61
-10.589,39.486,339.6,D,310.8,1100,29.6,78
-10.944,36.848,338.6,D,306.2,1100,44.5,85
-10.946,36.836,334.8,D,304.3,1100,36.4,81
-10.489,40.07,332.2,D,311.3,1100,16,77
-10.749,38.178,330.8,D,313,1100,8.9,63
-11.103,35.448,331.6,D,297.4,1100,49.4,71
-10.438,40.168,330.9,D,306.4,1100,16,74
-10.553,39.352,356.5,D,309.4,1100,64.9,97
-10.708,38.166,347,D,313.3,1100,43.2,91
-10.492,39.457,336.8,D,307.7,1100,28.6,76
-10.439,39.509,332.2,D,311.4,1100,14,43
-10.44,39.5,365.9,D,310.6,1100,88.5,100
-10.451,39.426,357.9,D,314.1,1100,69.8,98
-10.452,39.416,345.9,D,312.1,1100,41.5,90
-10.44,39.434,342.2,D,302.4,1100,33.6,82
-10.413,39.562,339.1,D,313,1100,26.5,74
-10.414,39.552,329.3,D,307.8,1100,12,31
-11.37,32.122,322.3,D,304.7,1100,30.5,43
-10.913,35.757,325.1,D,298.9,1100,28.5,33
-11.355,32.12,324.8,D,307.1,1100,46.2,68
-11.358,32.116,326.9,D,306.8,1100,53.6,68
-10.236,40.043,327.4,D,308.3,1100,9.5,45
-10.237,40.034,329.4,D,307.3,1100,12.6,65
-10.373,39.064,340.2,D,317.6,1100,20.8,85
-10.374,39.054,331.3,D,315.4,1100,6.7,68
-11.184,32.565,330.2,D,305.6,1100,68.8,78
-10.328,39.249,332,D,315.9,1100,9.9,63
-10.374,38.918,331.3,D,313.9,1100,7.2,60
-10.209,39.903,331.5,D,309.5,1100,14.2,69
-11.182,32.557,331.1,D,305.2,1100,75.8,79
-10.202,39.883,330,D,310.8,1100,12.5,68
-10.335,38.935,333.7,D,315.5,1100,9.6,76
-10.274,39.245,335.7,D,315.8,1100,18.8,72
-10.31,38.98,337.6,D,317.6,1100,17.6,82
-10.258,39.29,325.4,D,307.8,1100,10.8,41
-10.259,39.281,326.4,D,307.4,1100,11.2,41
-10.267,39.091,337.3,D,312.6,1100,23.9,81
-10.268,39.081,331,D,314.3,1100,14.5,64
-10.942,33.842,329.4,D,304.3,1100,57.5,76
-10.433,37.781,326.9,D,307.3,1100,13.5,43
-10.151,39.73,333,D,309.9,1100,18,75
-10.152,39.721,329,D,309,1100,12.3,66
-10.161,39.657,338.1,D,314.3,1100,19.9,82
-10.17,39.593,330.3,D,312,1100,11,69
-10.266,38.91,333.3,D,316,1100,12.1,77
-10.946,33.838,333.3,D,304.7,1100,76.8,82
-10.187,39.407,335.3,D,308.7,1100,24.4,77
-10.219,39.117,329.6,D,310.3,1100,13.6,69
-10.22,39.107,323.9,D,308.7,1100,6.7,32
-10.258,38.831,335,D,313.5,1100,17.2,71
-10.206,38.803,339.1,D,314.8,1100,23.2,84
-10.355,37.676,328.3,D,306.9,1100,20,55
-10.175,38.9,330.6,D,315.1,1100,7.7,68
-10.185,38.833,331.4,D,315.5,1100,10.5,61
-10.174,38.841,335.9,D,314.3,1100,15.1,81
-10.175,38.832,336.6,D,315.1,1100,16.7,82
-10.13,39.02,340.2,D,315.1,1100,25.2,85
-10.129,38.893,333.5,D,315.2,1100,12.7,65
-10.058,39.149,324.7,D,306.6,1100,11.8,51
-10.059,39.139,322.3,D,306.4,1100,8.3,25
-10.066,39.092,327.3,D,309.8,1100,9.8,67
-10.067,39.083,345.3,D,310.2,1100,39.2,90
-10.069,39.073,329.9,D,307.6,1100,13.2,73
-10.319,37.197,343.5,D,306.5,1100,54.4,90
-10.321,37.186,340.6,D,301.9,1100,46.3,88
-10.937,32.462,319.7,D,299.4,1100,23,30
-9.957,39.606,341.8,D,313.3,1100,26.6,87
-9.958,39.596,345.3,D,311.9,1100,33.2,90
-9.948,39.604,327.9,D,311.3,1100,6.5,48
-10.434,35.845,329.4,D,296.5,1100,36.9,75
-9.941,39.388,333,D,308.8,1100,21.1,77
-9.943,39.378,325.4,D,307.5,1100,10.7,52
-9.927,39.094,331.9,D,313,1100,14.7,77
-9.848,39.593,332.5,D,312.2,1100,14.2,77
-10.289,36.334,329.4,D,300.6,1100,37.3,72
-10.008,38.366,341.3,D,314.2,1100,33.1,74
-10.01,38.356,338.6,D,314,1100,28.6,51
-10.748,32.405,320.9,D,297.6,1100,38.7,64
-9.805,39.571,330.7,D,310,1100,13.1,68
-9.888,38.986,332.6,D,313.1,1100,14.9,47
-10.053,37.802,401.1,D,314.3,1100,316,100
-10.194,36.767,338.8,D,300.2,1100,51.3,76
-10.748,32.4,318,D,297.2,1100,27.8,40
-10.289,35.812,325.9,D,298.8,1100,27.9,71
-9.851,38.981,347,D,314.6,1100,37.2,92
-10.03,37.679,329.8,D,305.3,1100,23.2,67
-10.278,35.811,328.8,D,300.5,1100,35.2,76
-10.806,31.527,323.3,D,301.5,1100,55,32
-10.228,36.018,330.2,D,304.6,1100,35.6,71
-9.925,37.916,358.9,D,308.7,1100,85.5,99
-10.154,36.14,329.7,D,299.4,1100,35.9,77
-10.155,36.126,328.5,D,301.3,1100,33,73
-9.878,38.12,335.3,D,307.9,1100,25.7,61
-9.879,38.109,331.5,D,302.4,1100,20.1,55
-9.936,37.616,340.7,D,309.7,1100,42.6,88
-10.08,36.373,342.8,D,305.3,1100,68.4,90
-9.915,37.547,322.7,D,303.1,1100,15.1,61
-10.071,36.358,326.8,D,301.1,1100,28.4,71
-10.089,36.213,328,D,304,1100,32.4,65
-10.392,33.765,323.1,D,301.1,1100,46.3,43
-10.078,36.354,325,D,303.1,1100,24.1,45
-10.087,36.207,325.2,D,303.5,1100,27,56
-9.861,37.785,356.4,D,308.3,1100,82.4,98
-10.395,33.76,318.7,D,300.8,1100,31.6,38
-9.556,39.644,340.2,D,309.4,1100,29.6,86
-9.557,39.635,338,D,308.5,1100,25.9,84
-9.541,39.688,332.5,D,303.9,1100,21,58
-9.783,37.859,331.5,D,307.1,1100,23.6,75
-9.795,37.595,327.2,D,304,1100,20.6,45
-10.263,33.77,324.2,D,302.6,1100,40.4,64
-9.536,39.194,332.7,D,314.2,1100,13.9,14
-9.759,37.343,344.9,D,302.7,1100,58.5,92
-9.758,37.348,336.4,D,300.7,1100,37.9,81
-9.901,35.894,329,D,296.6,1100,38.5,69
-10.497,30.789,324.5,D,295.5,1100,92.8,52
-9.378,39.403,337.2,D,313.8,1100,24.6,84
-9.379,39.394,333.4,D,313.6,1100,20.2,73
-10.491,30.781,332.5,D,296.2,1100,171,82
-9.324,39.461,336.7,D,309.3,1100,24.1,66
-9.3,39.43,330.2,D,312.1,1100,12.9,76
-9.527,37.783,343.1,D,306,1100,49.6,90
-9.803,35.585,340.2,D,298.8,1100,75.1,89
-9.253,39.575,359.8,D,308.2,1100,75.1,99
-9.254,39.566,323.4,D,305.1,1100,9.5,63
-9.804,35.58,327.5,D,298.3,1100,39.2,79
-9.813,35.431,327.3,D,291.9,1100,37.9,57
-9.814,35.417,355.8,D,304.5,1100,143.4,98
-9.817,35.401,353.5,D,299.6,1100,133.6,97
-9.819,35.386,326.5,D,292.2,1100,39.2,73
-9.801,35.429,318.3,D,288.9,1100,19.9,0
-9.803,35.416,325.8,D,294.3,1100,35.2,66
-9.805,35.401,388.2,D,299.9,1100,388,100
-9.807,35.385,372.7,D,298.6,1100,254.3,94
-9.231,39.339,325.2,D,303.5,1100,11.1,31
-9.452,37.735,318.9,D,298.8,1100,11.9,31
-9.212,39.345,330,D,310,1100,14.2,76
-9.146,39.544,330.7,D,310.6,1100,14.4,77
-9.137,39.543,350.7,D,310.1,1100,49.3,94
-9.139,39.534,330.9,D,308.7,1100,14.9,76
-9.164,39.351,328.9,D,309.4,1100,11.2,62
-9.18,39.241,346.7,D,307.3,1100,42.8,92
-10.235,30.846,326.2,D,299.6,1100,105.8,59
-9.135,39.365,327.8,D,309.6,1100,11.4,24
-9.146,39.283,333.3,D,304.3,1100,21.5,80
-9.148,39.274,354,D,304.9,1100,61.2,96
-9.36,37.661,325.3,D,301.6,1100,17,47
-10.229,30.841,324.6,D,298.1,1100,96.3,56
-9.837,33.743,322.6,D,304.2,1100,26.1,62
-10.111,31.194,324.6,D,301.9,1100,67.9,38
-9.296,36.761,320.7,D,297.5,1100,17.8,66
-9.244,36.856,328.1,D,293.4,1100,29.5,75
-10.036,30.664,316.5,D,294,1100,45.9,18
-9.979,31.009,329.4,D,300.1,1100,135.2,79
-8.916,39.09,328.8,D,306.5,1100,9.9,35
-8.907,39.089,328.5,D,308.6,1100,9.2,48
-9.218,36.817,317.2,D,290.6,1100,15,48
-10.06,30.018,323.4,D,291.5,1100,106.8,60
-9.321,35.958,325.4,D,303.8,1100,20.5,51
