latitude,longitude,brightness,daynight,bright_t31,acq_time,frp,confidence
-23.267,-61.068,337.3,D,310.7,1730,46.7,82
-23.346,-61.828,327.5,D,307.5,1730,23.2,55
-23.348,-61.847,328.6,D,307.1,1730,27,65
-21.794,-50.777,345.7,D,313.2,1730,75.1,90
-21.797,-50.793,336.3,D,314.1,1730,42,80
-23.333,-61.83,333.3,D,307.3,1730,42,78
-23.335,-61.849,338.9,D,307.4,1730,65.9,85
-23.27,-61.056,334,D,310.3,1730,35.7,77
-23.272,-61.073,329.9,D,310.9,1730,23.1,69
-21.797,-50.782,352.7,D,313.7,1730,106,95
-23.344,-61.833,343.2,D,307.9,1730,85.2,88
-23.346,-61.853,332.5,D,307.3,1730,41.2,77
-23.332,-61.835,329.8,D,307.1,1730,29.8,66
-23.334,-61.854,326.1,D,307.2,1730,19.9,60
-22.899,-58.255,373.2,D,314.5,1730,134.2,100
-22.901,-58.266,374.8,D,315.9,1730,142.6,100
-22.887,-58.234,328.8,D,312.2,1730,11.6,68
-22.888,-58.245,332,D,314.2,1730,16.4,74
-22.89,-58.256,386.4,D,318.6,1730,201.8,100
-22.891,-58.268,384.3,D,319.7,1730,191.1,100
-22.88,-58.258,341.5,D,315.4,1730,33.8,86
-22.881,-58.269,334,D,313.9,1730,20.5,78
-22.988,-59.125,392.7,D,317.1,1730,280,100
-22.989,-59.138,393.2,D,319.4,1730,285.6,100
-22.855,-58.136,361.5,D,316,1730,88.2,100
-22.978,-59.127,340,D,312.8,1730,35.2,84
-22.979,-59.139,344.9,D,315.3,1730,47.9,89
-22.845,-58.137,338.7,D,312,1730,27.2,84
-22.823,-58.118,341.1,D,312.2,1730,32.5,85
-22.875,-58.539,331.2,D,314.4,1730,14.2,68
-22.993,-59.518,334.1,D,313.6,1730,23.6,76
-22.818,-58.114,335.6,D,311.3,1730,23.9,80
-22.82,-58.125,334.4,D,313.9,1730,22.3,78
-22.821,-58.136,332,D,313.9,1730,19.1,75
-22.823,-58.147,328,D,312,1730,13.1,66
-22.873,-58.534,329.7,D,313.9,1730,13.4,70
-22.809,-58.115,361.9,D,315.7,1730,91.2,100
-22.81,-58.127,334.9,D,314.6,1730,22.8,79
-22.854,-58.466,333.1,D,313.6,1730,20.2,76
-22.867,-58.57,334.3,D,313.8,1730,20.4,78
-22.869,-58.582,344.5,D,315.7,1730,42.5,89
-22.985,-59.513,326.1,D,311.3,1730,9.4,40
-22.843,-58.456,328.1,D,313.2,1730,11,15
-22.847,-59.132,362.9,D,315.3,1730,108.4,100
-22.849,-59.144,367,D,316.1,1730,126.6,100
-22.837,-59.133,353.2,D,316.1,1730,72.4,95
-22.839,-59.146,351.4,D,316.6,1730,66.8,94
-21.643,-51.097,328.5,D,311.9,1730,19.9,64
-22.694,-58.082,324.4,D,310.1,1730,7,48
-21.333,-49.426,355,D,313.5,1730,167.8,97
-21.337,-49.445,371.8,D,312.3,1730,307.7,100
-22.843,-59.352,412.7,D,320.8,1730,478.1,100
-22.845,-59.365,385,D,318.8,1730,233.5,100
-23.049,-61.13,329.7,D,310.2,1730,23,68
-21.324,-49.448,341.3,D,295.9,1730,81.3,82
-22.833,-59.353,433.6,D,326.2,1730,756.7,100
-22.834,-59.366,398.8,D,321.6,1730,341.5,100
-22.401,-56.121,380.1,D,311.2,1730,142.6,100
-22.403,-56.13,366,D,311.4,1730,91.5,100
-22.822,-59.355,337.8,D,314.1,1730,29.9,82
-23.32,-64.452,325.6,D,306.8,1730,61.1,43
-21.39,-50.079,329.5,D,311.6,1730,24.7,48
-22.957,-60.716,327.4,D,309.1,1730,15.7,57
-21.391,-50.049,330.9,D,308.7,1730,30.2,51
-21.394,-50.067,339.2,D,311.4,1730,61,84
-21.382,-50.07,329.3,D,311.5,1730,26.7,37
-23.321,-64.458,321.6,D,306.1,1730,44.3,38
-21.37,-50.072,327.8,D,310.4,1730,22.8,34
-20.998,-48.138,345.8,D,309.1,1730,160.4,86
-21.14,-48.889,340.1,D,311,1730,82.4,80
-21.144,-48.91,344.8,D,313.2,1730,110.6,90
-20.984,-48.141,340.1,D,310.7,1730,113.6,56
-21.131,-48.913,330.7,D,308.9,1730,38.8,40
-22.605,-58.26,344.6,D,312.3,1730,40.3,89
-20.97,-48.144,333,D,310.1,1730,66,39
-22.596,-58.262,338.5,D,312.6,1730,27.3,83
-22.601,-58.307,379,D,317.6,1730,161.9,100
-22.603,-58.318,337.5,D,314.8,1730,24.9,81
-22.586,-58.263,355,D,315.9,1730,68.6,97
-22.592,-58.308,354.6,D,315.6,1730,67.2,96
-22.593,-58.319,334.8,D,314.9,1730,20.4,79
-22.703,-59.3,354.9,D,311.8,1730,79.7,96
-22.522,-57.915,368,D,312.3,1730,109.3,100
-22.693,-59.302,391.9,D,322.4,1730,278.5,100
-22.694,-59.314,345.5,D,315.2,1730,49,89
-22.517,-57.91,350.5,D,312.1,1730,55.6,94
-22.519,-57.921,353,D,312.9,1730,61.1,95
-22.695,-59.294,347,D,313.8,1730,51.6,91
-22.696,-59.306,356.5,D,315.6,1730,82.3,97
-22.508,-57.911,340.5,D,312.6,1730,34.1,86
-22.509,-57.922,335.7,D,311.3,1730,24.2,81
-22.685,-59.295,405.4,D,320,1730,394.3,100
-22.686,-59.308,448.1,D,338.6,1730,989.9,100
-22.688,-59.321,357,D,317,1730,86,98
-22.674,-59.297,450.8,D,327.9,1730,1040.9,100
-22.676,-59.309,473.9,D,400.1,1730,1565.4,100
-22.677,-59.322,354.8,D,318.3,1730,78.5,96
-21.391,-50.708,372.6,D,314.4,1730,226.9,100
-22.664,-59.298,391.8,D,318.2,1730,279.4,100
-22.666,-59.311,419.3,D,331.6,1730,549.4,100
-22.667,-59.324,340.7,D,315.8,1730,36.7,85
-21.38,-50.71,345.3,D,315,1730,67.6,90
-21.382,-50.726,368.5,D,319.6,1730,194.2,100
-22.654,-59.3,374.5,D,316.4,1730,167.5,100
-22.655,-59.312,375.9,D,319.3,1730,174.6,100
-21.368,-50.713,359.5,D,316.6,1730,138.1,99
-21.371,-50.729,361.8,D,318.8,1730,151.4,100
-22.644,-59.301,347.4,D,314.2,1730,55.9,91
-22.645,-59.314,360.1,D,315.6,1730,99.6,100
-20.823,-47.861,323.7,D,302.4,1730,36,43
-21.052,-49.048,330.1,D,312.2,1730,31.1,72
-21.36,-50.731,358.1,D,317.7,1730,133.2,98
-21.039,-49.05,353.8,D,314.9,1730,166.4,96
-22.308,-56.91,323.5,D,310.4,1730,6.8,56
-20.815,-47.843,327.9,D,304.2,1730,55.8,69
-21.041,-49.058,342.5,D,315.1,1730,89.9,88
-22.402,-57.879,328.7,D,311.8,1730,12.6,51
-21.344,-51.176,375.6,D,313.2,1730,228.8,100
-21.347,-51.191,396.9,D,320,1730,420.8,100
-22.365,-57.896,329,D,311.1,1730,13.4,70
-22.367,-57.907,326.9,D,310.9,1730,10.5,65
-22.829,-61.849,339.4,D,310.7,1730,61.9,84
-21.333,-51.178,368.5,D,316,1730,178,100
-21.336,-51.193,391,D,322.1,1730,357.2,100
-22.332,-57.717,333.7,D,311.6,1730,20.6,79
-22.334,-57.727,338,D,312,1730,27.7,84
-22.816,-61.851,333.3,D,310.2,1730,38.5,76
-21.322,-51.18,336.2,D,314.2,1730,33.1,80
-21.325,-51.195,347.2,D,314.9,1730,70.1,91
-22.323,-57.718,324.6,D,310.9,1730,8.3,58
-21.323,-51.185,343.2,D,315.4,1730,56.2,88
-21.326,-51.2,332.5,D,315,1730,22.6,74
-22.337,-58.227,336.6,D,309,1730,27,81
-22.338,-58.238,352.1,D,313.7,1730,61.9,95
-22.341,-58.261,327.2,D,311.9,1730,11.6,64
-21.727,-54.238,339.6,D,314.9,1730,28.6,64
-21.729,-54.249,358.5,D,319.1,1730,71.9,99
-22.323,-58.77,332.2,D,313.6,1730,17.8,71
-22.651,-61.547,332.2,D,310.3,1730,33.3,74
-21.028,-50.297,336,D,293.2,1730,61.6,75
-22.318,-58.806,336.7,D,315,1730,26.4,81
-22.32,-58.818,330.5,D,315,1730,15,66
-20.955,-49.957,403.6,D,316.5,1730,674.4,100
-21.016,-50.299,355,D,296.7,1730,142.1,86
-21.137,-50.977,374.2,D,313.8,1730,232.5,100
-21.139,-50.992,379.7,D,318.1,1730,275,100
-21.158,-51.1,339.1,D,315.9,1730,44.6,83
-22.235,-58.227,330.4,D,310.6,1730,16.8,72
-22.236,-58.238,348.8,D,311.9,1730,53.5,93
-20.939,-49.942,423.1,D,322.4,1730,1068,100
-20.943,-49.96,446.7,D,330.8,1730,1719.9,100
-21.005,-50.301,350.1,D,296.4,1730,107.2,83
-21.123,-50.963,342,D,312.8,1730,57.6,86
-21.125,-50.979,437.9,D,327.2,1730,1132.1,100
-21.128,-50.994,375.6,D,320.3,1730,239.7,100
-20.924,-49.926,334.7,D,312,1730,32.1,56
-20.927,-49.944,406.8,D,322.7,1730,726.3,100
-20.93,-49.963,388.7,D,323.2,1730,445.7,100
-21.114,-50.981,407.6,D,322.5,1730,580,100
-21.117,-50.997,373.4,D,319.6,1730,219.9,100
-20.915,-49.946,364.9,D,317.1,1730,202.8,100
-20.918,-49.965,368,D,320.3,1730,226.6,100
-20.922,-49.983,341.8,D,314.3,1730,60.3,78
-20.971,-50.254,355.4,D,314.9,1730,130.5,91
-21.103,-50.983,344.1,D,315.7,1730,57,83
-20.707,-48.915,331.7,D,307.3,1730,46.8,63
-20.903,-49.949,344,D,314.4,1730,75.4,88
-20.966,-50.291,388.5,D,320,1730,417.9,100
-20.969,-50.309,375.6,D,317.1,1730,282.5,100
-21.094,-51.001,343.2,D,318.1,1730,53.5,71
-20.922,-49.931,353.6,D,312.8,1730,126.1,96
-20.925,-49.95,380.7,D,324.4,1730,353.2,100
-20.928,-49.968,370.9,D,322.5,1730,252.9,100
-21.105,-50.988,346.7,D,317.2,1730,67,88
-20.91,-49.934,337.6,D,312,1730,46,82
-20.913,-49.952,362.9,D,318.2,1730,191.5,100
-20.916,-49.97,361.7,D,318.3,1730,180.5,100
-20.967,-50.26,359.1,D,316.2,1730,151.9,93
-20.974,-50.295,335.6,D,311.8,1730,39.3,43
-20.901,-49.954,337.8,D,315.3,1730,50.3,55
-20.956,-50.262,343.1,D,318,1730,60.9,71
-20.959,-50.28,340.2,D,317.5,1730,45.5,52
-20.962,-50.297,409.5,D,324.4,1730,716.9,100
-20.965,-50.315,367.2,D,319.6,1730,210.5,94
-20.944,-50.265,338.8,D,317.3,1730,40.8,34
-20.947,-50.282,342,D,315.7,1730,50.7,69
-20.95,-50.3,371.5,D,321,1730,240.8,100
-21.058,-50.917,330.8,D,311.1,1730,24.1,69
-21.061,-50.932,363.7,D,314.9,1730,163.5,100
-20.935,-50.285,348.9,D,315.7,1730,87.4,92
-20.938,-50.303,347.2,D,316.8,1730,84.1,91
-20.447,-47.747,397.9,D,307.4,1730,1063.8,100
-21.079,-51.17,360.6,D,317.2,1730,135.9,100
-22.259,-59.227,352.4,D,316.4,1730,70.8,95
-22.26,-59.239,385.7,D,319,1730,229.9,100
-22.262,-59.251,343.7,D,314.7,1730,45.2,88
-22.249,-59.228,341.2,D,314.1,1730,37.9,85
-22.25,-59.24,358.5,D,316.3,1730,91.3,99
-22.252,-59.253,336.6,D,313.5,1730,27.6,80
-22.251,-59.329,362.9,D,314.1,1730,108.8,100
-22.252,-59.342,330.1,D,314.4,1730,13,56
-22.239,-59.318,340.8,D,314.4,1730,35.9,85
-22.24,-59.331,439.4,D,330.4,1730,824.2,100
-22.242,-59.344,346.6,D,315.8,1730,49.9,90
-22.241,-59.325,395,D,320.4,1730,298.1,100
-22.243,-59.337,396.2,D,325.1,1730,306.9,100
-22.231,-59.326,389,D,318.8,1730,253.8,100
-22.232,-59.339,390,D,321.8,1730,260.4,100
-22.234,-59.351,340.8,D,313.8,1730,35,85
-22.235,-59.364,330.5,D,312.8,1730,13.4,69
-20.979,-51.133,347.7,D,316,1730,71.7,91
-20.982,-51.148,353.1,D,317.3,1730,94.8,95
-20.968,-51.135,358.6,D,318.6,1730,121.3,99
-20.971,-51.15,342.3,D,317.7,1730,50.7,86
-20.957,-51.137,336.3,D,316.4,1730,32.6,79
-22.073,-58.548,389,D,315.9,1730,223.8,100
-22.074,-58.559,427.4,D,322.8,1730,562.3,100
-22.063,-58.549,348,D,311.2,1730,52.6,92
-22.064,-58.561,354.4,D,312.8,1730,70.6,96
-20.456,-48.454,335.3,D,303.3,1730,80.2,53
-21.909,-58.166,324.4,D,308.6,1730,10.5,57
-21.96,-58.635,331,D,312.7,1730,16.2,64
-21.949,-58.625,356.2,D,315.3,1730,73.5,97
-21.95,-58.636,339.1,D,316.1,1730,28.8,69
-21.939,-58.626,354.3,D,314.2,1730,68.2,96
-21.941,-58.637,351.1,D,317,1730,58.5,94
-22.497,-63.545,340.2,D,315.5,1730,102.3,81
-22.483,-63.546,330.9,D,309.1,1730,54,38
-22.495,-63.672,328.6,D,311,1730,42.4,67
-22.498,-63.697,336.1,D,311.8,1730,84.2,83
-21.933,-58.732,335.3,D,313.3,1730,22.1,65
-21.923,-58.734,370.9,D,315.1,1730,131.7,100
-21.924,-58.745,366.4,D,314.8,1730,113.3,100
-20.739,-50.95,337.7,D,318.2,1730,38.8,0
-20.825,-51.44,347.6,D,312.4,1730,72.8,91
-20.828,-51.455,372.4,D,316,1730,196,100
-20.83,-51.469,342.4,D,311.9,1730,48.1,80
-20.728,-50.953,353.1,D,317,1730,98.7,0
-20.814,-51.442,413.3,D,319.7,1730,612.6,100
-20.817,-51.457,382.1,D,319.4,1730,263.6,100
-20.819,-51.471,346.2,D,314.1,1730,57.9,90
-21.852,-58.331,327.6,D,312.3,1730,10.7,67
-20.801,-51.43,348.7,D,312.5,1730,77.1,92
-20.803,-51.444,429.5,D,328.2,1730,872.5,100
-20.806,-51.459,376.6,D,321.2,1730,221.3,100
-20.808,-51.474,354.1,D,316.7,1730,85.8,96
-20.812,-51.433,352.2,D,312.7,1730,91.5,94
-20.814,-51.448,409.7,D,323.4,1730,560.7,100
-20.817,-51.463,341.3,D,316.2,1730,43.6,85
-20.819,-51.477,335,D,314.8,1730,18.8,76
-20.801,-51.435,389.6,D,316,1730,338.5,100
-20.803,-51.45,419.4,D,329.2,1730,701.2,100
-20.806,-51.465,360,D,318.3,1730,116.5,100
-20.808,-51.479,353.5,D,316.7,1730,84.4,95
-20.79,-51.438,364.4,D,314.2,1730,149.5,100
-20.792,-51.452,372.3,D,320,1730,194.2,100
-20.795,-51.467,375.4,D,318.4,1730,210,100
-20.797,-51.482,359.1,D,317.9,1730,111.8,99
-21.847,-58.541,421.9,D,320.8,1730,493.8,100
-21.849,-58.553,347.4,D,313.8,1730,49.4,92
-20.781,-51.454,344.4,D,315.7,1730,56.5,88
-20.784,-51.469,345.2,D,315.6,1730,55.4,89
-21.837,-58.543,342.5,D,312.6,1730,38,88
-20.768,-51.442,330.9,D,312.1,1730,20.6,59
-22.354,-63.153,337.4,D,310.5,1730,84.4,84
-22.357,-63.176,394.9,D,316.5,1730,743.5,100
-22.359,-63.2,334.1,D,311.6,1730,62.3,80
-21.733,-57.958,333.1,D,310.6,1730,21.8,60
-21.248,-54.652,331.7,D,315.9,1730,13.2,52
-22.339,-63.718,328.5,D,307.3,1730,48.4,67
-21.674,-57.781,323.8,D,310.6,1730,8.1,58
-22.334,-63.726,325.8,D,307.1,1730,38.6,60
-20.48,-50.465,393.1,D,319.5,1730,466.4,100
-20.483,-50.482,361,D,318,1730,160.5,100
-20.654,-51.455,343.7,D,314.3,1730,50.7,0
-20.468,-50.467,360.4,D,318.3,1730,156.4,100
-20.471,-50.485,336,D,316.8,1730,35.7,51
-20.643,-51.458,427.9,D,321.3,1730,837.7,94
-20.646,-51.472,503.3,D,400.1,1730,3159.9,75
-20.632,-51.46,440.9,D,327.4,1730,1094.7,100
-20.635,-51.475,476.5,D,400.1,1730,2075.9,94
-20.637,-51.489,366.9,D,322.5,1730,153.6,87
-20.621,-51.462,419.6,D,327.3,1730,694.1,100
-20.624,-51.477,409.5,D,329.6,1730,544.1,100
-20.463,-50.474,343.8,D,318.7,1730,64.7,88
-20.633,-51.465,452.6,D,340.1,1730,1368.6,100
-20.635,-51.48,415.9,D,400.1,1730,633.4,0
-20.622,-51.468,439.6,D,332.9,1730,1028.8,100
-22.234,-63.764,323.1,D,307.3,1730,41.7,39
-22.181,-63.374,339.4,D,311.8,1730,80.9,86
-22.184,-63.398,337.5,D,314.9,1730,70.6,84
-21.647,-58.721,328.8,D,311.4,1730,16.3,71
-21.649,-58.733,339.4,D,312.9,1730,35.9,85
-20.393,-50.56,352.2,D,313.8,1730,108,95
-20.396,-50.577,371.5,D,316.1,1730,235.6,100
-20.381,-50.562,345.7,D,315.1,1730,72.8,90
-20.384,-50.579,375.8,D,321.5,1730,271,100
-20.387,-50.568,377.4,D,318.4,1730,287.3,100
-20.39,-50.585,360.4,D,319.8,1730,152.5,100
-20.375,-50.57,335.2,D,316.4,1730,35.9,63
-21.009,-54.784,359.9,D,317.8,1730,70.6,99
-21.011,-54.794,339.4,D,314.6,1730,24.3,84
-22.128,-63.913,322.1,D,305.2,1730,43.7,55
-22.131,-63.938,321.2,D,304.3,1730,38.9,48
-20.157,-49.777,342.3,D,310,1730,81,87
-20.161,-49.797,364,D,311.7,1730,227.1,100
-21,-54.786,334,D,316.5,1730,15.7,77
-20.145,-49.78,337.2,D,309.6,1730,55.8,66
-20.148,-49.799,365.9,D,310.9,1730,243.7,87
-22.076,-63.662,326,D,306.7,1730,43.1,56
-21.46,-58.203,362.5,D,313.3,1730,89.8,100
-21.461,-58.214,354.4,D,312.9,1730,65.2,96
-20.158,-49.782,347.8,D,311.1,1730,111.2,92
-20.161,-49.802,344.6,D,311.5,1730,92,89
-21.455,-58.198,327.9,D,310.1,1730,13.1,71
-21.457,-58.209,356.2,D,313.7,1730,72.1,97
-20.145,-49.785,349.8,D,310.5,1730,123.7,93
-20.149,-49.804,361.5,D,310.5,1730,207.3,100
-22.072,-63.668,325.5,D,307.1,1730,41.4,60
-21.85,-61.7,328.9,D,311.6,1730,22.9,69
-22.058,-63.669,322.6,D,307,1730,28.4,26
-21.838,-61.702,338.7,D,312.6,1730,55.6,84
-22.039,-63.62,327.5,D,307.4,1730,47.8,66
-21.373,-57.94,339.1,D,313.7,1730,28.9,86
-20.115,-49.973,334.1,D,311.9,1730,45.9,61
-20.118,-49.992,334.4,D,311.8,1730,46.3,62
-20.483,-52.132,344.6,D,309.3,1730,57.3,66
-22.053,-64.222,324.2,D,303.7,1730,65.2,64
-20.472,-52.134,342.7,D,308,1730,50.5,72
-20.475,-52.147,354,D,311,1730,89.2,96
-21.422,-58.797,331.2,D,313.6,1730,15.6,59
-20.918,-55.346,331.8,D,311.8,1730,16.6,75
-21.967,-64.434,326.7,D,304,1730,87.5,70
-21.222,-57.965,328.9,D,311.9,1730,14.2,63
-21.307,-58.612,333.1,D,311.8,1730,22.4,77
-21.967,-64.439,327.6,D,304,1730,92.7,71
-19.905,-49.618,378.1,D,316.5,1730,383.9,0
-21.296,-58.602,328.4,D,312.2,1730,14.4,70
-21.297,-58.613,335.3,D,313.6,1730,26.8,81
-19.884,-49.58,341.6,D,313.5,1730,82.1,54
-19.888,-49.6,378,D,320.1,1730,376.4,82
-19.892,-49.621,362.7,D,316.2,1730,217.2,94
-19.875,-49.603,351.1,D,315,1730,131.9,94
-19.879,-49.624,339.9,D,313.6,1730,64.7,85
-21.299,-58.785,325.1,D,311.5,1730,9.8,60
-19.863,-49.606,360.9,D,316.2,1730,209.8,100
-21.282,-58.73,327.8,D,310.5,1730,13.7,68
-21.273,-58.731,376.5,D,313.9,1730,157,100
-21.274,-58.743,343.4,D,311.1,1730,42.9,89
-21.595,-61.644,337.6,D,313,1730,43.8,83
-21.083,-57.834,339.7,D,309.1,1730,32.1,65
-19.879,-50.718,337.8,D,318.3,1730,41.1,77
-20.103,-52.005,350.1,D,316.9,1730,68.7,93
-21.153,-59.161,333.8,D,316.7,1730,20.3,73
-20.092,-52.007,357.2,D,315.8,1730,96.1,98
-21.125,-59.01,343,D,313.9,1730,40.3,88
-21.126,-59.022,343.8,D,316.5,1730,41.8,89
-20.079,-51.995,336,D,320.4,1730,23.7,59
-21.063,-58.603,327.3,D,310.6,1730,13.3,67
-20.458,-54.546,331.2,D,315.8,1730,10.8,45
-20.683,-56.128,323.1,D,308.8,1730,5.3,40
-20.99,-58.677,326.1,D,310.8,1730,12.3,63
-20.738,-57.038,327.7,D,313.4,1730,9.6,66
-20.728,-57.03,330.9,D,313.1,1730,14.3,75
-20.729,-57.04,337.5,D,314.5,1730,23.8,83
-20.381,-54.7,331.8,D,312.4,1730,11.3,62
-20.372,-54.702,340.5,D,316.9,1730,24.7,83
-20.744,-57.754,388.7,D,313.8,1730,191.7,100
-20.734,-57.755,335.9,D,311.2,1730,20.1,78
-20.736,-57.765,338.8,D,311.4,1730,24,84
-20.725,-57.756,330,D,310.9,1730,11.2,57
-20.726,-57.767,343.9,D,313.1,1730,33.5,89
-20.165,-54.49,331.9,D,312.6,1730,12.2,64
-18.991,-47.853,326.1,D,306.6,1730,51.8,44
-19.651,-51.52,347.2,D,315.9,1730,68.3,90
-19.653,-51.535,342.7,D,318.4,1730,50.4,86
-19.616,-51.384,356.4,D,318.2,1730,110.8,97
-19.64,-51.522,388.4,D,322.2,1730,337,100
-19.642,-51.537,378.4,D,322.2,1730,248,100
-19.604,-51.387,371.9,D,321.8,1730,206,100
-19.603,-51.378,349.2,D,319.4,1730,76.2,92
-19.605,-51.393,350.8,D,321.3,1730,83.3,93
-20.655,-58.461,330.4,D,312.3,1730,13.7,46
-20.537,-57.653,332.3,D,308.5,1730,16.1,75
-20.538,-57.663,332.7,D,309.1,1730,15.8,75
-20.541,-57.683,341.4,D,309,1730,29.2,86
-20.528,-57.655,332.1,D,308.5,1730,15.3,63
-20.529,-57.665,362.8,D,312.7,1730,80.9,100
-20.531,-57.675,344.9,D,309.8,1730,33.8,89
-20.532,-57.685,334.9,D,308.9,1730,15.9,74
-20.631,-58.431,333.9,D,310.1,1730,20.2,68
-20.52,-57.666,343.5,D,310,1730,31.9,88
-20.521,-57.676,335.5,D,310.3,1730,14.5,67
-19.411,-50.684,340.3,D,323.2,1730,45,76
-20.503,-57.679,339.4,D,312.5,1730,22,73
-20.727,-59.411,336.9,D,312.9,1730,30.7,81
-19.396,-50.669,340.7,D,322.5,1730,47.4,76
-20.715,-59.401,325.8,D,311.7,1730,10.4,34
-20.717,-59.413,384.5,D,314.2,1730,220.4,100
-20.718,-59.425,330.1,D,310.5,1730,18.8,70
-20.484,-57.682,338.5,D,314,1730,21.1,61
-20.03,-54.63,332.7,D,315.7,1730,12.5,71
-20.454,-57.641,349,D,311,1730,45.1,93
-20.455,-57.651,337.5,D,313.6,1730,22.4,70
-20.458,-57.671,360,D,314.8,1730,71.6,99
-20.459,-57.681,333,D,311,1730,14,62
-20.448,-57.672,370.7,D,314.3,1730,106.2,100
-20.45,-57.683,337.9,D,310.9,1730,21.2,77
-20.438,-57.664,331.4,D,311.1,1730,12.9,70
-20.439,-57.674,355.2,D,313.4,1730,59.2,97
-20.443,-57.704,337.8,D,310.7,1730,22.5,82
-20.434,-57.705,329.1,D,311.8,1730,9.2,17
-20.435,-57.715,336.6,D,311.9,1730,20.4,81
-19.946,-54.456,333.5,D,317.8,1730,12.7,73
-20.314,-56.962,331.3,D,310.7,1730,14,73
-20.093,-55.55,333.2,D,312.4,1730,15.5,54
-20.084,-55.551,330,D,311.8,1730,11.1,41
-20.076,-55.559,358,D,314.1,1730,67.2,98
-20.077,-55.569,338.3,D,312.2,1730,24.5,82
-20.067,-55.561,344.5,D,311.8,1730,35.1,89
-20.068,-55.571,355.9,D,314.4,1730,59.4,97
-20.07,-55.58,334.6,D,312.2,1730,18.4,77
-20.055,-55.543,337.5,D,312.1,1730,21.5,81
-20.056,-55.553,333.4,D,312.7,1730,14.9,56
-20.058,-55.563,342.6,D,312.5,1730,29,87
-20.059,-55.572,349.1,D,315,1730,42,92
-20.061,-55.582,344,D,314.3,1730,33.3,88
-20.04,-55.506,410.8,D,314.5,1730,312.9,100
-20.042,-55.516,403.5,D,319.7,1730,262,100
-20.045,-55.535,347.2,D,310.6,1730,38.6,81
-20.046,-55.545,399.1,D,320.9,1730,234.2,100
-20.047,-55.554,374.5,D,319.4,1730,115.4,100
-20.049,-55.564,346.4,D,315,1730,36.6,68
-20.031,-55.508,459.9,D,327.4,1730,848.4,100
-20.033,-55.518,429.4,D,328.5,1730,470.7,100
-20.035,-55.537,349.7,D,307.8,1730,42.9,92
-20.037,-55.546,350,D,312.1,1730,44.3,81
-20.304,-57.428,338.9,D,312.8,1730,21.1,84
-20.305,-57.437,398.9,D,320.2,1730,236.2,100
-20.307,-57.447,335.8,D,312.4,1730,15.4,74
-20.018,-55.48,342.9,D,313.4,1730,29,63
-20.022,-55.509,384.6,D,312.6,1730,156.4,100
-20.024,-55.519,406.4,D,322.3,1730,279.4,100
-20.295,-57.429,333.2,D,313.6,1730,12.2,49
-20.296,-57.439,361.2,D,315.5,1730,71.4,100
-20.005,-55.453,333.7,D,313.4,1730,12.5,40
-20.009,-55.482,337.5,D,315.4,1730,18.3,63
-20.01,-55.492,342.9,D,312.3,1730,27.2,83
-20.013,-55.511,335.1,D,308.8,1730,15.2,44
-20.015,-55.521,351,D,313.1,1730,45.3,94
-20.284,-57.421,336.1,D,309.7,1730,15.4,80
-19.997,-55.464,334.1,D,313.4,1730,13,56
-20.001,-55.493,359.7,D,314.1,1730,63.3,99
-20.003,-55.503,339.2,D,310.8,1730,20.4,68
-20.004,-55.512,351.8,D,313.7,1730,44.4,94
-20.006,-55.522,335.8,D,312.7,1730,15.8,49
-20.271,-57.392,330.1,D,311.8,1730,10.7,41
-20.366,-58.097,328.5,D,307.4,1730,13.4,0
-19.992,-55.495,342.1,D,314.7,1730,23.6,86
-19.994,-55.504,383.3,D,322.8,1730,148.2,100
-19.995,-55.514,385.8,D,324,1730,159.7,100
-19.996,-55.523,340.6,D,313.7,1730,24.2,84
-20.262,-57.394,338.8,D,310.7,1730,23.3,82
-20.263,-57.404,338.1,D,312.8,1730,21.3,72
-19.718,-53.78,355.2,D,316.9,1730,67,96
-19.72,-53.791,340.4,D,318.1,1730,28.2,68
-19.985,-55.506,334.3,D,316.3,1730,13.1,71
-19.986,-55.515,338.9,D,315.4,1730,20.9,57
-20.253,-57.395,331.1,D,310.4,1730,11.6,27
-20.254,-57.405,344.6,D,313.3,1730,32.8,89
-20.468,-59.042,383.3,D,317,1730,196.6,100
-20.469,-59.054,337.3,D,312.7,1730,29.6,82
-19.715,-53.774,343.4,D,315.8,1730,33.5,57
-19.717,-53.785,354.8,D,319.7,1730,67.9,96
-20.466,-59.037,351.2,D,313.4,1730,63.3,94
-20.467,-59.048,365.9,D,317.1,1730,112.8,100
-19.703,-53.765,422.8,D,323.4,1730,501,100
-19.705,-53.776,409.1,D,330.5,1730,362.7,100
-19.707,-53.787,371.7,D,324.2,1730,128.6,100
-20.247,-57.472,345.1,D,312.4,1730,34.1,90
-20.248,-57.482,355.1,D,313.1,1730,56.7,97
-20.456,-59.038,350.4,D,314.6,1730,61.3,94
-20.457,-59.05,360.7,D,317.5,1730,93.6,100
-19.692,-53.756,334.5,D,315.3,1730,11.7,53
-19.694,-53.767,443.6,D,333.1,1730,763.5,100
-19.696,-53.778,403.9,D,334.4,1730,311.7,100
-19.697,-53.789,415.4,D,330.3,1730,420.8,100
-19.699,-53.8,365.2,D,320,1730,99.2,100
-20.234,-57.444,334.6,D,313,1730,15.3,79
-20.235,-57.454,346.2,D,313.5,1730,35.5,91
-20.236,-57.464,359.2,D,313.5,1730,66.7,99
